n_qubits,n_layers,family,sre_mean,sre_std,sre_min,sre_max
4,16,quansistor,2.2092719793319704,0.11416234633184189,1.9794167280197144,2.4037842750549316
4,16,random,1.9548247814178468,0.24066184449637484,1.560901403427124,2.2856273651123047
4,18,clifford,2.0148588975270587,0.3561830913562158,1.1296353340148926,2.3852012157440186
4,18,haar,2.2642600854237873,0.10383117682758447,2.0135955810546875,2.3938944339752197
4,18,quansistor,2.2908963680267336,0.08859183726069114,2.1359734535217285,2.4138360023498535
4,18,random,2.1794119675954184,0.19626142535956376,1.6825460195541382,2.42930006980896
4,20,clifford,1.968932048479716,0.38822350473907574,0.8300750255584717,2.3582510948181152
4,20,haar,2.246873680750529,0.15086356387814043,1.7576122283935547,2.3821637630462646
4,20,quansistor,2.1838629881540936,0.14607796097980263,1.9380745887756348,2.3920342922210693
4,20,random,2.1559493780136108,0.18842530359137755,1.8435885906219482,2.483482837677002
4,22,clifford,2.1398540417353313,0.2776306763421328,1.2318156957626343,2.4176712036132812
4,22,haar,2.2664336442947386,0.13240044502569817,1.9914766550064087,2.42134952545166
4,22,quansistor,2.195773712793986,0.12443007065428051,2.0085551738739014,2.376077651977539
4,22,random,1.9892138481140136,0.26503249182122307,1.3102388381958008,2.3004283905029297
4,24,clifford,2.0974218169848124,0.35602663081533426,0.9687680602073669,2.412950277328491
4,24,haar,2.297902758916219,0.10216250333378159,2.1410915851593018,2.4330008029937744
4,24,quansistor,2.204162367184957,0.1574853644405672,1.8853946924209595,2.4271233081817627
4,24,random,2.148781927426656,0.1794418905282921,1.7702175378799438,2.3965210914611816
4,26,clifford,2.2321647008260093,0.11586419220112275,1.974722146987915,2.4041478633880615
4,26,haar,2.246851412455241,0.11851153802328512,2.017284393310547,2.4534192085266113
4,26,quansistor,2.2193421204884847,0.15930519573938526,1.8970686197280884,2.448376178741455
4,26,random,2.266530179977417,0.13614191372626513,1.922128438949585,2.4169414043426514
4,28,clifford,2.2126976172129313,0.15451899491955118,1.8615243434906006,2.4321889877319336
4,28,haar,2.23074738184611,0.10744546325672827,2.050323009490967,2.411836862564087
4,28,quansistor,2.2029444773991904,0.15995585649998645,1.8517857789993286,2.4840903282165527
4,28,random,2.237311522165934,0.16076335926150612,1.8331501483917236,2.433619499206543
4,30,clifford,2.2325987418492637,0.1462634032847086,1.9788488149642944,2.4669318199157715
4,30,haar,2.2344836076100667,0.13678015370440988,1.979776382446289,2.4580628871917725
4,30,quansistor,2.211859846115112,0.17621761991551604,1.8627456426620483,2.410950183868408
4,30,random,2.2095886866251626,0.16985629205102018,1.791947841644287,2.434485912322998
4,32,clifford,2.220883512496948,0.17423313901235488,1.714008092880249,2.399902105331421
4,32,haar,2.2817784945170083,0.12829066569872086,1.9725244045257568,2.39862322807312
4,32,quansistor,2.273533280690511,0.1021009847555694,2.0948941707611084,2.423234224319458
